pHvalue,TEMP,EC,Crop,,,,,,,
6.7,16,8,Gram,,,,,,,
6.8,16,8,Gram,,,,,,,
6.9,16,8,Gram,,,,,,,
7,16,8,Gram,,,,,,,
7.1,16,8,Gram,,,,,,,
7.2,16,8,Gram,,,,,,,
7.3,16,8,Gram,,,,,,,
7.3,16,8,Gram,,,,,,,
6.6,17,4,Gram,,,,,,,
6.7,17,4,Gram,,,,,,,
6.8,17,4,Gram,,,,,,,
6.9,17,4,Gram,,,,,,,
7,17,4,Gram,,,,,,,
7.1,17,4,Gram,,,,,,,
7.2,17,4,Gram,,,,,,,
7.3,17,4,Gram,,,,,,,
6.6,18,3,Gram,,,,,,,
6.7,18,3,Gram,,,,,,,
6.8,18,3,Gram,,,,,,,
6.9,18,3,Gram,,,,,,,
7,18,3,Gram,,,,,,,
7.1,18,3,Gram,,,,,,,
7.2,18,3,Gram,,,,,,,
7.3,18,3,Gram,,,,,,,
6.6,19,4,Gram,,,,,,,
6.7,19,4,Gram,,,,,,,
6.8,19,4,Gram,,,,,,,
6.9,19,4,Gram,,,,,,,
7,19,4,Gram,,,,,,,
7.1,19,4,Gram,,,,,,,
7.2,19,4,Gram,,,,,,,
7.3,19,4,Gram,,,,,,,
6.6,20,4,Gram,,,,,,,
6.7,20,4,Gram,,,,,,,
6.8,20,4,Gram,,,,,,,
6.9,20,4,Gram,,,,,,,
7,20,4,Gram,,,,,,,
7.1,20,4,Gram,,,,,,,
7.2,20,4,Gram,,,,,,,
7.3,20,4,Gram,,,,,,,
6.6,21,4,Gram,,,,,,,
6.7,21,4,Gram,,,,,,,
6.8,21,4,Gram,,,,,,,
6.9,21,4,Gram,,,,,,,
7,21,4,Gram,,,,,,,
7.1,21,4,Gram,,,,,,,
7.2,21,4,Gram,,,,,,,
7.3,21,4,Gram,,,,,,,
6.6,22,4,Gram,,,,,,,
6.7,22,4,Gram,,,,,,,
6.8,22,4,Gram,,,,,,,
6.9,22,4,Gram,,,,,,,
7,22,4,Gram,,,,,,,
7.1,22,4,Gram,,,,,,,
7.2,22,4,Gram,,,,,,,
7.3,22,4,Gram,,,,,,,
6.6,23,9,Gram,,,,,,,
6.7,23,9,Gram,,,,,,,
6.8,23,9,Gram,,,,,,,
6.9,23,9,Gram,,,,,,,
7,23,9,Gram,,,,,,,
7.1,23,9,Gram,,,,,,,
7.2,23,9,Gram,,,,,,,
7.3,23,9,Gram,,,,,,,
6.6,24,9,Gram,,,,,,,
6.7,24,9,Gram,,,,,,,
6.8,24,9,Gram,,,,,,,
6.9,24,9,Gram,,,,,,,
7,24,9,Gram,,,,,,,
7.1,24,9,Gram,,,,,,,
7.2,24,9,Gram,,,,,,,
7.3,24,9,Gram,,,,,,,
6.6,25,5,Gram,,,,,,,
6.7,25,5,Gram,,,,,,,
6.8,25,5,Gram,,,,,,,
6.9,25,5,Gram,,,,,,,
7,25,5,Gram,,,,,,,
7.1,25,5,Gram,,,,,,,
7.2,25,5,Gram,,,,,,,
7.3,25,5,Gram,,,,,,,
5.5,15,8,Arhar,,,,,,,
5.6,15,8,Arhar,,,,,,,
5.7,15,8,Arhar,,,,,,,
5.8,15,8,Arhar,,,,,,,
5.9,15,8,Arhar,,,,,,,
6,15,8,Arhar,,,,,,,
6.1,15,8,Arhar,,,,,,,
6.2,15,8,Arhar,,,,,,,
6.3,15,8,Arhar,,,,,,,
6.4,15,8,Arhar,,,,,,,
6.5,15,8,Arhar,,,,,,,
6.6,15,8,Arhar,,,,,,,
6.7,15,8,Arhar,,,,,,,
6.8,15,8,Arhar,,,,,,,
6.9,15,8,Arhar,,,,,,,
7,15,8,Arhar,,,,,,,
5.5,16,5,Arhar,,,,,,,
5.6,16,5,Arhar,,,,,,,
5.7,16,5,Arhar,,,,,,,
5.8,16,5,Arhar,,,,,,,
5.9,16,5,Arhar,,,,,,,
6,16,5,Arhar,,,,,,,
6.1,16,5,Arhar,,,,,,,
6.2,16,5,Arhar,,,,,,,
6.3,16,5,Arhar,,,,,,,
6.4,16,5,Arhar,,,,,,,
6.5,16,5,Arhar,,,,,,,
6.6,16,5,Arhar,,,,,,,
6.7,16,5,Arhar,,,,,,,
6.8,16,5,Arhar,,,,,,,
6.9,16,5,Arhar,,,,,,,
7,16,5,Arhar,,,,,,,
5.5,17,8,Arhar,,,,,,,
5.6,17,8,Arhar,,,,,,,
5.7,17,8,Arhar,,,,,,,
5.8,17,8,Arhar,,,,,,,
5.9,17,8,Arhar,,,,,,,
6,17,8,Arhar,,,,,,,
6.1,17,8,Arhar,,,,,,,
6.2,17,8,Arhar,,,,,,,
6.3,17,8,Arhar,,,,,,,
6.4,17,8,Arhar,,,,,,,
6.5,17,8,Arhar,,,,,,,
6.6,17,8,Arhar,,,,,,,
6.7,17,8,Arhar,,,,,,,
6.8,17,8,Arhar,,,,,,,
6.9,17,8,Arhar,,,,,,,
7,17,8,Arhar,,,,,,,
5.5,18,6,Arhar,,,,,,,
5.6,18,6,Arhar,,,,,,,
5.7,18,6,Arhar,,,,,,,
5.8,18,6,Arhar,,,,,,,
5.9,18,6,Arhar,,,,,,,
6,18,6,Arhar,,,,,,,
6.1,18,6,Arhar,,,,,,,
6.2,18,6,Arhar,,,,,,,
6.3,18,6,Arhar,,,,,,,
6.4,18,6,Arhar,,,,,,,
6.5,18,6,Arhar,,,,,,,
6.6,18,6,Arhar,,,,,,,
6.7,18,6,Arhar,,,,,,,
6.8,18,6,Arhar,,,,,,,
6.9,18,6,Arhar,,,,,,,
7,18,6,Arhar,,,,,,,
5.5,19,8,Arhar,,,,,,,
5.6,19,8,Arhar,,,,,,,
5.7,19,8,Arhar,,,,,,,
5.8,19,8,Arhar,,,,,,,
5.9,19,8,Arhar,,,,,,,
6,19,8,Arhar,,,,,,,
6.1,19,8,Arhar,,,,,,,
6.2,19,8,Arhar,,,,,,,
6.3,19,8,Arhar,,,,,,,
6.4,19,8,Arhar,,,,,,,
6.5,19,8,Arhar,,,,,,,
6.6,19,8,Arhar,,,,,,,
6.7,19,8,Arhar,,,,,,,
6.8,19,8,Arhar,,,,,,,
6.9,19,8,Arhar,,,,,,,
7,19,8,Arhar,,,,,,,
5.5,20,8,Arhar,,,,,,,
5.6,20,8,Arhar,,,,,,,
5.7,20,8,Arhar,,,,,,,
5.8,20,8,Arhar,,,,,,,
5.9,20,8,Arhar,,,,,,,
6,20,8,Arhar,,,,,,,
6.1,20,8,Arhar,,,,,,,
6.2,20,8,Arhar,,,,,,,
6.3,20,8,Arhar,,,,,,,
6.4,20,8,Arhar,,,,,,,
6.5,20,8,Arhar,,,,,,,
6.6,20,8,Arhar,,,,,,,
6.7,20,8,Arhar,,,,,,,
6.8,20,8,Arhar,,,,,,,
6.9,20,8,Arhar,,,,,,,
7,20,8,Arhar,,,,,,,
5.5,21,4,Arhar,,,,,,,
5.6,21,4,Arhar,,,,,,,
5.7,21,4,Arhar,,,,,,,
5.8,21,4,Arhar,,,,,,,
5.9,21,4,Arhar,,,,,,,
6,21,4,Arhar,,,,,,,
6.1,21,4,Arhar,,,,,,,
6.2,21,4,Arhar,,,,,,,
6.3,21,4,Arhar,,,,,,,
6.4,21,4,Arhar,,,,,,,
6.5,21,4,Arhar,,,,,,,
6.6,21,4,Arhar,,,,,,,
6.7,21,4,Arhar,,,,,,,
6.8,21,4,Arhar,,,,,,,
6.9,21,4,Arhar,,,,,,,
7,21,4,Arhar,,,,,,,
5.5,22,8,Arhar,,,,,,,
5.6,22,8,Arhar,,,,,,,
5.7,22,8,Arhar,,,,,,,
5.8,22,8,Arhar,,,,,,,
5.9,22,8,Arhar,,,,,,,
6,22,8,Arhar,,,,,,,
6.1,22,8,Arhar,,,,,,,
6.2,22,8,Arhar,,,,,,,
6.3,22,8,Arhar,,,,,,,
6.4,22,8,Arhar,,,,,,,
6.5,22,8,Arhar,,,,,,,
6.6,22,8,Arhar,,,,,,,
6.7,22,8,Arhar,,,,,,,
6.8,22,8,Arhar,,,,,,,
6.9,22,8,Arhar,,,,,,,
7,22,8,Arhar,,,,,,,
5.5,23,8,Arhar,,,,,,,
5.6,23,8,Arhar,,,,,,,
5.7,23,8,Arhar,,,,,,,
5.8,23,8,Arhar,,,,,,,
5.9,23,8,Arhar,,,,,,,
6,23,8,Arhar,,,,,,,
6.1,23,8,Arhar,,,,,,,
6.2,23,8,Arhar,,,,,,,
6.3,23,8,Arhar,,,,,,,
6.4,23,8,Arhar,,,,,,,
6.5,23,8,Arhar,,,,,,,
6.6,23,8,Arhar,,,,,,,
6.7,23,8,Arhar,,,,,,,
6.8,23,8,Arhar,,,,,,,
6.9,23,8,Arhar,,,,,,,
7,23,8,Arhar,,,,,,,
5.5,24,8,Arhar,,,,,,,
5.6,24,8,Arhar,,,,,,,
5.7,24,8,Arhar,,,,,,,
5.8,24,8,Arhar,,,,,,,
5.9,24,8,Arhar,,,,,,,
6,24,8,Arhar,,,,,,,
6.1,24,8,Arhar,,,,,,,
6.2,24,8,Arhar,,,,,,,
6.3,24,8,Arhar,,,,,,,
6.4,24,8,Arhar,,,,,,,
6.5,24,8,Arhar,,,,,,,
6.6,24,8,Arhar,,,,,,,
6.7,24,8,Arhar,,,,,,,
6.8,24,8,Arhar,,,,,,,
6.9,24,8,Arhar,,,,,,,
7,24,8,Arhar,,,,,,,
5.5,25,8,Arhar,,,,,,,
5.6,25,8,Arhar,,,,,,,
5.7,25,8,Arhar,,,,,,,
5.8,25,8,Arhar,,,,,,,
5.9,25,8,Arhar,,,,,,,
6,25,8,Arhar,,,,,,,
6.1,25,8,Arhar,,,,,,,
6.2,25,8,Arhar,,,,,,,
6.3,25,8,Arhar,,,,,,,
6.4,25,8,Arhar,,,,,,,
6.5,25,8,Arhar,,,,,,,
6.6,25,8,Arhar,,,,,,,
6.7,25,8,Arhar,,,,,,,
6.8,25,8,Arhar,,,,,,,
6.9,25,8,Arhar,,,,,,,
7,25,8,Arhar,,,,,,,
6.6,20,5,Other-Pulses,,,,,,,
6.7,20,5,Other-Pulses,,,,,,,
6.8,20,5,Other-Pulses,,,,,,,
6.9,20,5,Other-Pulses,,,,,,,
7,20,5,Other-Pulses,,,,,,,
7.1,20,5,Other-Pulses,,,,,,,
7.2,20,5,Other-Pulses,,,,,,,
7.3,20,5,Other-Pulses,,,,,,,
6.6,21,5,Other-Pulses,,,,,,,
6.7,21,5,Other-Pulses,,,,,,,
6.8,21,5,Other-Pulses,,,,,,,
6.9,21,5,Other-Pulses,,,,,,,
7,21,5,Other-Pulses,,,,,,,
7.1,21,5,Other-Pulses,,,,,,,
7.2,21,5,Other-Pulses,,,,,,,
7.3,21,5,Other-Pulses,,,,,,,
6.6,22,4,Other-Pulses,,,,,,,
6.7,22,4,Other-Pulses,,,,,,,
6.8,22,4,Other-Pulses,,,,,,,
6.9,22,4,Other-Pulses,,,,,,,
7,22,4,Other-Pulses,,,,,,,
7.1,22,4,Other-Pulses,,,,,,,
7.2,22,4,Other-Pulses,,,,,,,
7.3,22,4,Other-Pulses,,,,,,,
6.6,23,4,Other-Pulses,,,,,,,
6.7,23,4,Other-Pulses,,,,,,,
6.8,23,4,Other-Pulses,,,,,,,
6.9,23,4,Other-Pulses,,,,,,,
7,23,5,Other-Pulses,,,,,,,
7.1,23,5,Other-Pulses,,,,,,,
7.2,23,5,Other-Pulses,,,,,,,
7.3,23,5,Other-Pulses,,,,,,,
6.6,24,5,Other-Pulses,,,,,,,
6.7,24,5,Other-Pulses,,,,,,,
6.8,24,5,Other-Pulses,,,,,,,
6.9,24,5,Other-Pulses,,,,,,,
7,24,5,Other-Pulses,,,,,,,
7.1,24,5,Other-Pulses,,,,,,,
7.2,24,5,Other-Pulses,,,,,,,
7.3,24,5,Other-Pulses,,,,,,,
6.6,25,5,Other-Pulses,,,,,,,
6.7,25,5,Other-Pulses,,,,,,,
6.8,25,5,Other-Pulses,,,,,,,
6.9,25,5,Other-Pulses,,,,,,,
7,25,5,Other-Pulses,,,,,,,
7.1,25,5,Other-Pulses,,,,,,,
7.2,25,5,Other-Pulses,,,,,,,
7.3,25,5,Other-Pulses,,,,,,,
6.6,26,7,Other-Pulses,,,,,,,
6.7,26,7,Other-Pulses,,,,,,,
6.8,26,7,Other-Pulses,,,,,,,
6.9,26,7,Other-Pulses,,,,,,,
7,26,7,Other-Pulses,,,,,,,
7.1,26,7,Other-Pulses,,,,,,,
7.2,26,7,Other-Pulses,,,,,,,
7.3,26,7,Other-Pulses,,,,,,,
6.6,20,7,Other-Pulses,,,,,,,
6.7,27,7,Other-Pulses,,,,,,,
6.8,27,7,Other-Pulses,,,,,,,
6.9,27,7,Other-Pulses,,,,,,,
7,27,7,Other-Pulses,,,,,,,
7.1,27,7,Other-Pulses,,,,,,,
7.2,27,7,Other-Pulses,,,,,,,
7.3,27,7,Other-Pulses,,,,,,,
6.6,28,5,Other-Pulses,,,,,,,
6.7,28,5,Other-Pulses,,,,,,,
6.8,28,5,Other-Pulses,,,,,,,
6.9,28,5,Other-Pulses,,,,,,,
7,28,5,Other-Pulses,,,,,,,
7.1,28,5,Other-Pulses,,,,,,,
7.2,28,5,Other-Pulses,,,,,,,
7.3,28,5,Other-Pulses,,,,,,,
6.6,29,8,Other-Pulses,,,,,,,
6.7,29,8,Other-Pulses,,,,,,,
6.8,29,8,Other-Pulses,,,,,,,
6.9,29,8,Other-Pulses,,,,,,,
7,29,8,Other-Pulses,,,,,,,
7.1,29,8,Other-Pulses,,,,,,,
7.2,29,8,Other-Pulses,,,,,,,
7.3,29,8,Other-Pulses,,,,,,,
6.6,30,5,Other-Pulses,,,,,,,
6.7,30,5,Other-Pulses,,,,,,,
6.8,30,5,Other-Pulses,,,,,,,
6.9,30,5,Other-Pulses,,,,,,,
7,30,5,Other-Pulses,,,,,,,
7.1,30,5,Other-Pulses,,,,,,,
7.2,30,5,Other-Pulses,,,,,,,
7.3,30,5,Other-Pulses,,,,,,,
6.6,31,5,Other-Pulses,,,,,,,
6.7,31,5,Other-Pulses,,,,,,,
6.8,31,5,Other-Pulses,,,,,,,
6.9,31,5,Other-Pulses,,,,,,,
7,31,5,Other-Pulses,,,,,,,
7.1,31,5,Other-Pulses,,,,,,,
7.2,31,5,Other-Pulses,,,,,,,
7.3,31,5,Other-Pulses,,,,,,,
6.6,32,5,Other-Pulses,,,,,,,
6.7,32,5,Other-Pulses,,,,,,,
6.8,32,5,Other-Pulses,,,,,,,
6.9,32,5,Other-Pulses,,,,,,,
7,32,5,Other-Pulses,,,,,,,
7.1,32,5,Other-Pulses,,,,,,,
7.2,32,5,Other-Pulses,,,,,,,
7.3,32,5,Other-Pulses,,,,,,,
6.6,33,5,Other-Pulses,,,,,,,
6.7,33,5,Other-Pulses,,,,,,,
6.8,33,5,Other-Pulses,,,,,,,
6.9,33,5,Other-Pulses,,,,,,,
7,33,5,Other-Pulses,,,,,,,
7.1,33,5,Other-Pulses,,,,,,,
7.2,33,5,Other-Pulses,,,,,,,
7.3,33,5,Other-Pulses,,,,,,,
6.6,35,5,Other-Pulses,,,,,,,
6.7,35,5,Other-Pulses,,,,,,,
6.8,35,5,Other-Pulses,,,,,,,
6.9,35,5,Other-Pulses,,,,,,,
7,35,5,Other-Pulses,,,,,,,
7.1,35,5,Other-Pulses,,,,,,,
7.2,35,5,Other-Pulses,,,,,,,
7.3,35,5,Other-Pulses,,,,,,,
6,15,7,Oilseeds,,,,,,,
6.1,15,7,Oilseeds,,,,,,,
6.2,15,7,Oilseeds,,,,,,,
6.3,15,7,Oilseeds,,,,,,,
6.4,15,7,Oilseeds,,,,,,,
6.5,15,7,Oilseeds,,,,,,,
6.6,15,7,Oilseeds,,,,,,,
6.7,15,7,Oilseeds,,,,,,,
6,16,7,Oilseeds,,,,,,,
6.1,16,7,Oilseeds,,,,,,,
6.2,16,7,Oilseeds,,,,,,,
6.3,16,7,Oilseeds,,,,,,,
6.4,16,7,Oilseeds,,,,,,,
6.5,16,7,Oilseeds,,,,,,,
6.6,16,7,Oilseeds,,,,,,,
6.7,16,7,Oilseeds,,,,,,,
6,17,1,Oilseeds,,,,,,,
6.1,17,1,Oilseeds,,,,,,,
6.2,17,1,Oilseeds,,,,,,,
6.3,17,1,Oilseeds,,,,,,,
6.4,17,1,Oilseeds,,,,,,,
6.5,17,1,Oilseeds,,,,,,,
6.6,17,1,Oilseeds,,,,,,,
6.7,17,1,Oilseeds,,,,,,,
6,18,2,Oilseeds,,,,,,,
6.1,18,2,Oilseeds,,,,,,,
6.2,18,2,Oilseeds,,,,,,,
6.3,18,2,Oilseeds,,,,,,,
6.4,18,2,Oilseeds,,,,,,,
6.5,18,2,Oilseeds,,,,,,,
6.6,18,2,Oilseeds,,,,,,,
6.7,18,2,Oilseeds,,,,,,,
6,19,7,Oilseeds,,,,,,,
6.1,19,7,Oilseeds,,,,,,,
6.2,19,7,Oilseeds,,,,,,,
6.3,19,7,Oilseeds,,,,,,,
6.4,19,7,Oilseeds,,,,,,,
6.5,19,7,Oilseeds,,,,,,,
6.6,19,7,Oilseeds,,,,,,,
6.7,19,7,Oilseeds,,,,,,,
6,20,7,Oilseeds,,,,,,,
6.1,20,8,Oilseeds,,,,,,,
6.2,20,8,Oilseeds,,,,,,,
6.3,20,8,Oilseeds,,,,,,,
6.4,20,8,Oilseeds,,,,,,,
6.5,20,8,Oilseeds,,,,,,,
6.6,20,8,Oilseeds,,,,,,,
6.7,20,8,Oilseeds,,,,,,,
6,21,7,Oilseeds,,,,,,,
6.1,21,7,Oilseeds,,,,,,,
6.2,21,7,Oilseeds,,,,,,,
6.3,21,7,Oilseeds,,,,,,,
6.4,21,7,Oilseeds,,,,,,,
6.5,21,7,Oilseeds,,,,,,,
6.6,21,7,Oilseeds,,,,,,,
6.7,21,7,Oilseeds,,,,,,,
6,22,7,Oilseeds,,,,,,,
6.1,22,7,Oilseeds,,,,,,,
6.2,22,7,Oilseeds,,,,,,,
6.3,22,7,Oilseeds,,,,,,,
6.4,22,7,Oilseeds,,,,,,,
6.5,22,7,Oilseeds,,,,,,,
6.6,22,7,Oilseeds,,,,,,,
6.7,22,7,Oilseeds,,,,,,,
6,23,9,Oilseeds,,,,,,,
6.1,23,9,Oilseeds,,,,,,,
6.2,23,9,Oilseeds,,,,,,,
6.3,23,9,Oilseeds,,,,,,,
6.4,23,9,Oilseeds,,,,,,,
6.5,23,9,Oilseeds,,,,,,,
6.6,23,9,Oilseeds,,,,,,,
6.7,23,9,Oilseeds,,,,,,,
6,24,7,Oilseeds,,,,,,,
6.1,24,7,Oilseeds,,,,,,,
6.2,24,7,Oilseeds,,,,,,,
6.3,24,7,Oilseeds,,,,,,,
6.4,24,7,Oilseeds,,,,,,,
6.5,24,7,Oilseeds,,,,,,,
6.6,24,7,Oilseeds,,,,,,,
6.7,24,7,Oilseeds,,,,,,,
6,25,3,Oilseeds,,,,,,,
6.1,25,3,Oilseeds,,,,,,,
6.2,25,3,Oilseeds,,,,,,,
6.3,25,3,Oilseeds,,,,,,,
6.4,25,3,Oilseeds,,,,,,,
6.5,25,3,Oilseeds,,,,,,,
6.6,25,3,Oilseeds,,,,,,,
6.7,25,3,Oilseeds,,,,,,,
6,26,3,Oilseeds,,,,,,,
6.1,26,3,Oilseeds,,,,,,,
6.2,26,3,Oilseeds,,,,,,,
6.3,26,3,Oilseeds,,,,,,,
6.4,26,3,Oilseeds,,,,,,,
6.5,26,3,Oilseeds,,,,,,,
6.6,26,3,Oilseeds,,,,,,,
6.7,26,3,Oilseeds,,,,,,,
6,27,7,Oilseeds,,,,,,,
6.1,27,7,Oilseeds,,,,,,,
6.2,27,7,Oilseeds,,,,,,,
6.3,27,7,Oilseeds,,,,,,,
6.4,27,7,Oilseeds,,,,,,,
6.5,27,7,Oilseeds,,,,,,,
6.6,27,7,Oilseeds,,,,,,,
6.7,27,7,Oilseeds,,,,,,,
5.5,20,6,Groundnut,,,,,,,
5.6,20,6,Groundnut,,,,,,,
5.7,20,6,Groundnut,,,,,,,
5.8,20,6,Groundnut,,,,,,,
5.9,20,6,Groundnut,,,,,,,
6,20,6,Groundnut,,,,,,,
6.1,20,6,Groundnut,,,,,,,
6.2,20,6,Groundnut,,,,,,,
6.3,20,6,Groundnut,,,,,,,
6.4,20,6,Groundnut,,,,,,,
6.5,20,6,Groundnut,,,,,,,
6.6,20,6,Groundnut,,,,,,,
6.7,20,6,Groundnut,,,,,,,
6.8,20,6,Groundnut,,,,,,,
6.9,20,6,Groundnut,,,,,,,
7,20,6,Groundnut,,,,,,,
5.5,21,8,Groundnut,,,,,,,
5.6,21,8,Groundnut,,,,,,,
5.7,21,8,Groundnut,,,,,,,
5.8,21,8,Groundnut,,,,,,,
5.9,21,8,Groundnut,,,,,,,
6,21,8,Groundnut,,,,,,,
6.1,21,8,Groundnut,,,,,,,
6.2,21,8,Groundnut,,,,,,,
6.3,21,8,Groundnut,,,,,,,
6.4,21,8,Groundnut,,,,,,,
6.5,21,8,Groundnut,,,,,,,
6.6,21,8,Groundnut,,,,,,,
6.7,21,8,Groundnut,,,,,,,
6.8,21,8,Groundnut,,,,,,,
6.9,21,8,Groundnut,,,,,,,
7,21,8,Groundnut,,,,,,,
5.5,22,6,Groundnut,,,,,,,
5.6,22,6,Groundnut,,,,,,,
5.7,22,6,Groundnut,,,,,,,
5.8,22,6,Groundnut,,,,,,,
5.9,22,6,Groundnut,,,,,,,
6,22,6,Groundnut,,,,,,,
6.1,22,6,Groundnut,,,,,,,
6.2,22,6,Groundnut,,,,,,,
6.3,22,6,Groundnut,,,,,,,
6.4,22,6,Groundnut,,,,,,,
6.5,22,6,Groundnut,,,,,,,
6.6,22,6,Groundnut,,,,,,,
6.7,22,6,Groundnut,,,,,,,
6.8,22,6,Groundnut,,,,,,,
6.9,22,6,Groundnut,,,,,,,
7,22,6,Groundnut,,,,,,,
5.5,23,5,Groundnut,,,,,,,
5.6,23,5,Groundnut,,,,,,,
5.7,23,5,Groundnut,,,,,,,
5.8,23,5,Groundnut,,,,,,,
5.9,23,5,Groundnut,,,,,,,
6,23,5,Groundnut,,,,,,,
6.1,23,5,Groundnut,,,,,,,
6.2,23,5,Groundnut,,,,,,,
6.3,23,5,Groundnut,,,,,,,
6.4,23,5,Groundnut,,,,,,,
6.5,23,5,Groundnut,,,,,,,
6.6,23,5,Groundnut,,,,,,,
6.7,23,5,Groundnut,,,,,,,
6.8,23,5,Groundnut,,,,,,,
6.9,23,5,Groundnut,,,,,,,
7,23,5,Groundnut,,,,,,,
5.5,24,6,Groundnut,,,,,,,
5.6,24,6,Groundnut,,,,,,,
5.7,24,6,Groundnut,,,,,,,
5.8,24,6,Groundnut,,,,,,,
5.9,24,6,Groundnut,,,,,,,
6,24,6,Groundnut,,,,,,,
6.1,24,6,Groundnut,,,,,,,
6.2,24,6,Groundnut,,,,,,,
6.3,24,6,Groundnut,,,,,,,
6.4,24,6,Groundnut,,,,,,,
6.5,24,6,Groundnut,,,,,,,
6.6,24,6,Groundnut,,,,,,,
6.7,24,6,Groundnut,,,,,,,
6.8,24,6,Groundnut,,,,,,,
6.9,24,6,Groundnut,,,,,,,
7,24,6,Groundnut,,,,,,,
5.5,25,4,Groundnut,,,,,,,
5.6,25,4,Groundnut,,,,,,,
5.7,25,4,Groundnut,,,,,,,
5.8,25,4,Groundnut,,,,,,,
5.9,25,4,Groundnut,,,,,,,
6,25,4,Groundnut,,,,,,,
6.1,25,4,Groundnut,,,,,,,
6.2,25,4,Groundnut,,,,,,,
6.3,25,4,Groundnut,,,,,,,
6.4,25,4,Groundnut,,,,,,,
6.5,25,4,Groundnut,,,,,,,
6.6,25,4,Groundnut,,,,,,,
6.7,25,4,Groundnut,,,,,,,
6.8,25,4,Groundnut,,,,,,,
6.9,25,4,Groundnut,,,,,,,
7,25,6,Groundnut,,,,,,,
5.5,26,6,Groundnut,,,,,,,
5.6,26,6,Groundnut,,,,,,,
5.7,26,6,Groundnut,,,,,,,
5.8,26,6,Groundnut,,,,,,,
5.9,26,6,Groundnut,,,,,,,
6,26,6,Groundnut,,,,,,,
6.1,26,6,Groundnut,,,,,,,
6.2,26,6,Groundnut,,,,,,,
6.3,26,6,Groundnut,,,,,,,
6.4,26,6,Groundnut,,,,,,,
6.5,26,6,Groundnut,,,,,,,
6.6,26,6,Groundnut,,,,,,,
6.7,26,6,Groundnut,,,,,,,
6.8,26,6,Groundnut,,,,,,,
6.9,26,6,Groundnut,,,,,,,
7,26,6,Groundnut,,,,,,,
5.5,27,8,Groundnut,,,,,,,
5.6,27,8,Groundnut,,,,,,,
5.7,27,8,Groundnut,,,,,,,
5.8,27,8,Groundnut,,,,,,,
5.9,27,8,Groundnut,,,,,,,
6,27,8,Groundnut,,,,,,,
6.1,27,8,Groundnut,,,,,,,
6.2,27,8,Groundnut,,,,,,,
6.3,27,8,Groundnut,,,,,,,
6.4,27,8,Groundnut,,,,,,,
6.5,27,8,Groundnut,,,,,,,
6.6,27,8,Groundnut,,,,,,,
6.7,27,8,Groundnut,,,,,,,
6.8,27,8,Groundnut,,,,,,,
6.9,27,8,Groundnut,,,,,,,
7,27,6,Groundnut,,,,,,,
5.5,28,6,Groundnut,,,,,,,
5.6,28,6,Groundnut,,,,,,,
5.7,28,6,Groundnut,,,,,,,
5.8,28,6,Groundnut,,,,,,,
5.9,28,6,Groundnut,,,,,,,
6,28,6,Groundnut,,,,,,,
6.1,28,6,Groundnut,,,,,,,
6.2,28,6,Groundnut,,,,,,,
6.3,28,6,Groundnut,,,,,,,
6.4,28,6,Groundnut,,,,,,,
6.5,28,6,Groundnut,,,,,,,
6.6,28,6,Groundnut,,,,,,,
6.7,28,6,Groundnut,,,,,,,
6.8,28,6,Groundnut,,,,,,,
6.9,28,6,Groundnut,,,,,,,
7,28,6,Groundnut,,,,,,,
5.5,29,3,Groundnut,,,,,,,
5.6,29,3,Groundnut,,,,,,,
5.7,29,3,Groundnut,,,,,,,
5.8,29,3,Groundnut,,,,,,,
5.9,29,3,Groundnut,,,,,,,
6,29,3,Groundnut,,,,,,,
6.1,29,3,Groundnut,,,,,,,
6.2,29,3,Groundnut,,,,,,,
6.3,29,3,Groundnut,,,,,,,
6.4,29,3,Groundnut,,,,,,,
6.5,29,3,Groundnut,,,,,,,
6.6,29,3,Groundnut,,,,,,,
6.7,29,3,Groundnut,,,,,,,
6.8,29,3,Groundnut,,,,,,,
6.9,29,3,Groundnut,,,,,,,
7,29,3,Groundnut,,,,,,,
5.5,30,6,Groundnut,,,,,,,
5.6,30,6,Groundnut,,,,,,,
5.7,30,6,Groundnut,,,,,,,
5.8,30,6,Groundnut,,,,,,,
5.9,30,6,Groundnut,,,,,,,
6,30,6,Groundnut,,,,,,,
6.1,30,6,Groundnut,,,,,,,
6.2,30,6,Groundnut,,,,,,,
6.3,30,6,Groundnut,,,,,,,
6.4,30,6,Groundnut,,,,,,,
6.5,30,6,Groundnut,,,,,,,
6.6,30,6,Groundnut,,,,,,,
6.7,30,6,Groundnut,,,,,,,
6.8,30,6,Groundnut,,,,,,,
6.9,30,6,Groundnut,,,,,,,
7,30,6,Groundnut,,,,,,,
5.5,15,7,Sesamum,,,,,,,
5.6,15,7,Sesamum,,,,,,,
5.7,15,7,Sesamum,,,,,,,
5.8,15,7,Sesamum,,,,,,,
5.9,15,7,Sesamum,,,,,,,
6,15,7,Sesamum,,,,,,,
6.1,15,7,Sesamum,,,,,,,
6.2,15,7,Sesamum,,,,,,,
6.3,15,7,Sesamum,,,,,,,
6.4,15,7,Sesamum,,,,,,,
6.5,15,7,Sesamum,,,,,,,
6.6,15,7,Sesamum,,,,,,,
6.7,15,7,Sesamum,,,,,,,
6.8,15,7,Sesamum,,,,,,,
6.9,15,7,Sesamum,,,,,,,
7,15,7,Sesamum,,,,,,,
7.1,15,7,Sesamum,,,,,,,
